date,pnl_pts,ret_pct_of_base
2015-01-09,58.099999999998545,0.0005809999999999855
2015-01-12,37.69999999999891,0.0003769999999999891
2015-01-13,-33.899999999999636,-0.00033899999999999637
2015-01-14,1.0,1e-05
2015-01-15,15.649999999999636,0.00015649999999999635
2015-01-19,-17.599999999998545,-0.00017599999999998544
2015-01-20,49.10000000000218,0.0004910000000000218
2015-01-21,-32.25,-0.0003225
2015-01-22,-29.25,-0.0002925
2015-01-23,-2.399999999999636,-2.3999999999996362e-05
2015-01-27,-48.600000000000364,-0.00048600000000000363
2015-01-28,57.20000000000073,0.0005720000000000073
2015-01-29,49.04999999999927,0.0004904999999999927
2015-01-30,108.79999999999927,0.0010879999999999926
2015-02-02,-35.349999999998545,-0.00035349999999998544
2015-02-03,54.150000000001455,0.0005415000000000145
2015-02-04,25.75,0.0002575
2015-02-05,-55.850000000000364,-0.0005585000000000037
2015-02-06,22.25,0.0002225
2015-02-09,23.799999999999272,0.00023799999999999272
2015-02-10,-39.0,-0.00039
2015-02-11,-24.80000000000109,-0.0002480000000000109
2015-02-12,-58.19999999999891,-0.0005819999999999891
2015-02-13,30.55000000000109,0.0003055000000000109
2015-02-16,23.600000000000364,0.00023600000000000365
2015-02-18,10.100000000000364,0.00010100000000000363
2015-02-19,46.599999999998545,0.00046599999999998547
2015-02-23,59.39999999999782,0.0005939999999999782
2015-02-24,-29.200000000000728,-0.00029200000000000726
2015-02-25,32.95000000000073,0.00032950000000000725
2015-02-26,47.04999999999927,0.00047049999999999273
2015-02-27,-34.29999999999927,-0.0003429999999999927
2015-02-28,-23.799999999999272,-0.00023799999999999272
2015-03-02,-45.80000000000109,-0.0004580000000000109
2015-03-03,30.850000000000364,0.00030850000000000365
2015-03-04,114.79999999999927,0.0011479999999999928
2015-03-05,-55.95000000000073,-0.0005595000000000073
2015-03-09,51.80000000000109,0.000518000000000011
2015-03-10,-44.350000000000364,-0.0004435000000000036
2015-03-11,-29.899999999999636,-0.00029899999999999637
2015-03-12,4.0,4e-05
2015-03-13,69.35000000000036,0.0006935000000000037
2015-03-16,-29.149999999999636,-0.00029149999999999635
2015-03-17,-65.14999999999964,-0.0006514999999999964
2015-03-18,0.0,0.0
2015-03-19,111.60000000000218,0.001116000000000022
2015-03-20,15.950000000000728,0.00015950000000000727
2015-03-23,12.600000000000364,0.00012600000000000363
2015-03-24,-45.20000000000073,-0.0004520000000000073
2015-03-25,16.25,0.0001625
2015-03-26,70.89999999999782,0.0007089999999999782
2015-03-27,3.2999999999992724,3.2999999999992725e-05
2015-03-30,63.39999999999782,0.0006339999999999782
2015-03-31,-29.950000000000728,-0.0002995000000000073
2015-04-01,51.599999999998545,0.0005159999999999854
2015-04-06,-39.899999999999636,-0.00039899999999999636
2015-04-07,-23.549999999999272,-0.00023549999999999271
2015-04-08,-23.0,-0.00023
2015-04-09,19.25,0.0001925
2015-04-10,-22.25,-0.0002225
2015-04-13,30.799999999999272,0.00030799999999999274
2015-04-15,80.09999999999854,0.0008009999999999854
2015-04-16,4.899999999999636,4.899999999999636e-05
2015-04-17,36.25,0.0003625
2015-04-20,100.75,0.0010075
2015-04-21,5.399999999999636,5.399999999999636e-05
2015-04-22,82.10000000000218,0.0008210000000000218
2015-04-23,59.100000000000364,0.0005910000000000036
