date,timeframe_min,entry_time,exit_time,side,entry,exit,pnl_pts,exit_reason,or_high,or_low,or_range,vix_at_or,vix_bucket
2020-05-15,60,2020-05-15 10:39:00,2020-05-15 15:25:00,short,9064.35,9134.15,-69.79999999999927,EOD,9182.4,9064.35,118.04999999999927,38.03,>15
2020-05-18,60,2020-05-18 10:46:00,2020-05-18 15:25:00,short,8895.7,8822.5,73.20000000000073,EOD,9158.3,8895.7,262.59999999999854,40.07,>15
2020-05-19,60,2020-05-19 10:18:00,2020-05-19 14:11:00,long,8989.95,8868.05,-121.90000000000146,SL,8989.95,8868.05,121.90000000000146,39.92,>15
2020-05-20,60,2020-05-20 14:08:00,2020-05-20 15:25:00,long,8999.25,9076.2,76.95000000000073,EOD,8999.25,8877.4,121.85000000000036,37.6,>15
2020-05-21,60,2020-05-21 10:27:00,2020-05-21 15:25:00,long,9129.6,9098.8,-30.80000000000109,EOD,9129.6,9056.6,73.0,34.17,>15
2020-05-22,60,2020-05-22 10:30:00,2020-05-22 15:25:00,short,9025.4,9047.6,-22.200000000000728,EOD,9148.85,9025.4,123.45000000000073,33.53,>15
2020-05-26,60,2020-05-26 10:47:00,2020-05-26 15:25:00,short,9099.75,9036.9,62.850000000000364,EOD,9160.85,9099.75,61.100000000000364,31.37,>15
2020-05-27,60,2020-05-27 10:43:00,2020-05-27 13:48:00,long,9084.8,9244.999999999996,160.1999999999971,TP,9084.8,9004.7,80.09999999999854,30.76,>15
2020-05-28,60,2020-05-28 10:15:00,2020-05-28 15:25:00,long,9431.8,9489.05,57.25,EOD,9431.8,9338.95,92.84999999999854,29.89,>15
2020-05-29,60,2020-05-29 10:25:00,2020-05-29 15:25:00,long,9473.8,9566.25,92.45000000000073,EOD,9473.8,9377.9,95.89999999999964,29.68,>15
2020-06-01,60,2020-06-01 10:51:00,2020-06-01 15:25:00,long,9852.5,9811.9,-40.600000000000364,EOD,9852.5,9712.4,140.10000000000036,29.94,>15
2020-06-02,60,2020-06-02 12:40:00,2020-06-02 15:25:00,long,9935.25,9986.45,51.20000000000073,EOD,9935.25,9824.65,110.60000000000036,30.35,>15
2020-06-03,60,2020-06-03 14:30:00,2020-06-03 15:01:00,long,10159.05,10067.8,-91.25,SL,10159.05,10067.8,91.25,29.61,>15
2020-06-04,60,2020-06-04 11:24:00,2020-06-04 15:25:00,short,10022.4,10036.25,-13.850000000000364,EOD,10123.65,10022.4,101.25,30.04,>15
2020-06-05,60,2020-06-05 10:15:00,2020-06-05 13:30:00,short,10073.45,10147.05,-73.59999999999854,SL,10147.05,10073.45,73.59999999999854,29.35,>15
2020-06-08,60,2020-06-08 12:27:00,2020-06-08 14:17:00,short,10264.25,10137.45,126.79999999999927,TP,10327.65,10264.25,63.399999999999636,29.33,>15
2020-06-09,60,2020-06-09 10:15:00,2020-06-09 14:03:00,long,10261.6,10136.1,-125.5,SL,10261.6,10136.1,125.5,29.71,>15
2020-06-10,60,2020-06-10 10:32:00,2020-06-10 15:25:00,long,10119.35,10135.95,16.600000000000364,EOD,10119.35,10036.9,82.45000000000073,29.89,>15
2020-06-11,60,2020-06-11 10:48:00,2020-06-11 14:25:00,short,10047.7,9919.800000000003,127.89999999999782,TP,10111.65,10047.7,63.94999999999891,29.43,>15
2020-06-12,60,2020-06-12 10:35:00,2020-06-12 15:25:00,long,9714.95,9955.8,240.84999999999854,EOD,9714.95,9544.95,170.0,32.47,>15
2020-06-15,60,2020-06-15 10:15:00,2020-06-15 15:25:00,short,9858.35,9814.15,44.20000000000073,EOD,9942.5,9858.35,84.14999999999964,32.18,>15
2020-06-16,60,2020-06-16 11:35:00,2020-06-16 13:15:00,short,9967.0,9810.0,157.0,TP,10045.5,9967.0,78.5,31.38,>15
2020-06-17,60,2020-06-17 12:18:00,2020-06-17 15:25:00,long,9956.25,9877.0,-79.25,EOD,9956.25,9834.4,121.85000000000036,33.59,>15
2020-06-18,60,2020-06-18 10:15:00,2020-06-18 14:06:00,long,9910.65,10031.449999999999,120.79999999999927,TP,9910.65,9850.25,60.399999999999636,32.45,>15
2020-06-19,60,2020-06-19 11:28:00,2020-06-19 15:25:00,long,10161.65,10255.75,94.10000000000036,EOD,10161.65,10073.05,88.60000000000036,30.95,>15
2020-06-22,60,2020-06-22 10:54:00,2020-06-22 14:17:00,short,10288.1,10386.3,-98.19999999999891,SL,10386.3,10288.1,98.19999999999891,30.66,>15
2020-06-23,60,2020-06-23 10:19:00,2020-06-23 15:25:00,long,10377.75,10477.75,100.0,EOD,10377.75,10302.25,75.5,30.88,>15
2020-06-24,60,2020-06-24 10:15:00,2020-06-24 10:46:00,long,10545.6,10498.4,-47.20000000000073,SL,10545.6,10498.4,47.20000000000073,29.05,>15
2020-06-25,60,2020-06-25 10:24:00,2020-06-25 15:25:00,long,10297.85,10283.0,-14.850000000000364,EOD,10297.85,10195.6,102.25,29.5,>15
2020-06-26,60,2020-06-26 10:18:00,2020-06-26 15:21:00,short,10353.4,10407.6,-54.20000000000073,SL,10407.6,10353.4,54.20000000000073,28.97,>15
2020-06-29,60,2020-06-29 11:28:00,2020-06-29 15:14:00,short,10231.15,10325.1,-93.95000000000073,SL,10325.1,10231.15,93.95000000000073,30.21,>15
2020-06-30,60,2020-06-30 10:19:00,2020-06-30 14:25:00,short,10366.1,10296.9,69.20000000000073,TP,10400.7,10366.1,34.600000000000364,28.65,>15
2020-07-01,60,2020-07-01 11:27:00,2020-07-01 15:25:00,long,10363.15,10415.45,52.30000000000109,EOD,10363.15,10299.8,63.350000000000364,28.47,>15
2020-07-02,60,2020-07-02 12:05:00,2020-07-02 15:25:00,long,10545.25,10555.8,10.549999999999272,EOD,10545.25,10490.1,55.149999999999636,27.52,>15
2020-07-03,60,2020-07-03 11:52:00,2020-07-03 13:41:00,long,10627.9,10565.7,-62.19999999999891,SL,10627.9,10565.7,62.19999999999891,26.57,>15
2020-07-06,60,2020-07-06 11:15:00,2020-07-06 15:25:00,long,10753.15,10766.1,12.950000000000728,EOD,10753.15,10695.95,57.19999999999891,25.64,>15
2020-07-07,60,2020-07-07 10:30:00,2020-07-07 15:00:00,short,10752.9,10802.85,-49.95000000000073,SL,10802.85,10752.9,49.95000000000073,25.13,>15
2020-07-08,60,2020-07-08 10:15:00,2020-07-08 15:25:00,short,10785.1,10688.1,97.0,EOD,10847.7,10785.1,62.600000000000364,25.7,>15
2020-07-09,60,2020-07-09 10:15:00,2020-07-09 15:25:00,long,10782.9,10827.3,44.399999999999636,EOD,10782.9,10733.6,49.29999999999927,25.4,>15
2020-07-10,60,2020-07-10 10:48:00,2020-07-10 15:25:00,short,10758.55,10772.45,-13.900000000001455,EOD,10818.95,10758.55,60.400000000001455,25.15,>15
2020-07-13,60,2020-07-13 11:10:00,2020-07-13 15:25:00,short,10844.6,10807.35,37.25,EOD,10893.45,10844.6,48.850000000000364,25.35,>15
2020-07-14,60,2020-07-14 10:17:00,2020-07-14 13:03:00,short,10698.3,10593.199999999997,105.10000000000218,TP,10750.85,10698.3,52.55000000000109,25.99,>15
2020-07-15,60,2020-07-15 10:15:00,2020-07-15 14:37:00,long,10765.35,10686.1,-79.25,SL,10765.35,10686.1,79.25,25.96,>15
2020-07-16,60,2020-07-16 14:50:00,2020-07-16 15:25:00,long,10706.75,10725.05,18.299999999999272,EOD,10706.2,10595.95,110.25,25.84,>15
2020-07-17,60,2020-07-17 10:23:00,2020-07-17 15:25:00,long,10816.9,10928.4,111.5,EOD,10816.9,10752.0,64.89999999999964,25.02,>15
2020-07-20,60,2020-07-20 10:26:00,2020-07-20 13:32:00,long,11016.55,10960.05,-56.5,SL,11016.55,10960.05,56.5,24.7,>15
2020-07-21,60,2020-07-21 12:29:00,2020-07-21 15:25:00,long,11163.65,11160.5,-3.149999999999636,EOD,11163.65,11113.4,50.25,24.11,>15
2020-07-22,60,2020-07-22 13:32:00,2020-07-22 15:25:00,short,11103.1,11142.0,-38.899999999999636,EOD,11231.2,11103.1,128.10000000000036,24.8,>15
2020-07-23,60,2020-07-23 10:45:00,2020-07-23 15:25:00,long,11176.75,11232.05,55.29999999999927,EOD,11176.75,11105.1,71.64999999999964,24.38,>15
2020-07-24,60,2020-07-24 10:40:00,2020-07-24 14:03:00,short,11128.2,11169.65,-41.44999999999891,SL,11169.65,11128.2,41.44999999999891,25.07,>15
2020-07-28,60,2020-07-28 12:10:00,2020-07-28 15:25:00,long,11222.9,11289.3,66.39999999999964,EOD,11222.9,11154.1,68.79999999999927,24.73,>15
2020-07-29,60,2020-07-29 10:26:00,2020-07-29 15:25:00,short,11263.0,11194.7,68.29999999999927,EOD,11341.05,11263.0,78.04999999999927,23.96,>15
2020-07-30,60,2020-07-30 10:15:00,2020-07-30 12:41:00,long,11280.85,11246.2,-34.649999999999636,SL,11280.85,11246.2,34.649999999999636,23.64,>15
2020-07-31,60,2020-07-31 13:34:00,2020-07-31 15:25:00,short,11050.8,11086.5,-35.70000000000073,EOD,11150.05,11050.8,99.25,25.01,>15
2020-08-03,60,2020-08-03 12:26:00,2020-08-03 15:25:00,short,10949.5,10895.9,53.600000000000364,EOD,11057.55,10949.5,108.04999999999927,25.21,>15
2020-08-04,60,2020-08-04 10:15:00,2020-08-04 15:25:00,long,10992.75,11103.0,110.25,EOD,10992.75,10908.4,84.35000000000036,24.6,>15
2020-08-05,60,2020-08-05 10:15:00,2020-08-05 11:31:00,long,11221.7,11155.1,-66.60000000000036,SL,11221.7,11155.1,66.60000000000036,23.37,>15
2020-08-06,60,2020-08-06 10:20:00,2020-08-06 15:25:00,long,11185.7,11207.6,21.899999999999636,EOD,11185.7,11130.4,55.30000000000109,23.54,>15
2020-08-07,60,2020-08-07 14:27:00,2020-08-07 15:25:00,long,11213.1,11211.7,-1.3999999999996362,EOD,11213.1,11145.2,67.89999999999964,23.14,>15
2020-08-10,60,2020-08-10 11:10:00,2020-08-10 14:11:00,long,11326.4,11266.9,-59.5,SL,11326.4,11266.9,59.5,22.99,>15
2020-08-11,60,2020-08-11 11:15:00,2020-08-11 15:25:00,short,11322.25,11322.6,-0.3500000000003638,EOD,11372.85,11322.25,50.600000000000364,21.43,>15
2020-08-12,60,2020-08-12 11:08:00,2020-08-12 15:25:00,long,11289.0,11310.85,21.850000000000364,EOD,11289.0,11243.45,45.54999999999927,21.75,>15
2020-08-13,60,2020-08-13 11:40:00,2020-08-13 15:25:00,short,11322.6,11308.1,14.5,EOD,11359.25,11322.6,36.649999999999636,20.54,>15
2020-08-14,60,2020-08-14 10:20:00,2020-08-14 12:20:00,short,11332.7,11361.05,-28.349999999998545,SL,11361.05,11332.7,28.349999999998545,19.73,>15
2020-08-17,60,2020-08-17 15:07:00,2020-08-17 15:25:00,long,11248.9,11256.7,7.800000000001091,EOD,11248.9,11145.35,103.54999999999927,22.22,>15
2020-08-18,60,2020-08-18 10:15:00,2020-08-18 15:25:00,long,11322.35,11389.25,66.89999999999964,EOD,11322.35,11255.4,66.95000000000073,20.83,>15
2020-08-19,60,2020-08-19 11:15:00,2020-08-19 15:25:00,short,11419.8,11415.05,4.75,EOD,11458.6,11419.85,38.75,20.09,>15
2020-08-20,60,2020-08-20 10:33:00,2020-08-20 12:36:00,long,11340.4,11295.8,-44.600000000000364,SL,11340.4,11295.8,44.600000000000364,20.46,>15
2020-08-21,60,2020-08-21 11:07:00,2020-08-21 15:25:00,short,11383.7,11375.0,8.700000000000728,EOD,11417.95,11383.7,34.25,19.88,>15
2020-08-24,60,2020-08-24 12:13:00,2020-08-24 15:25:00,long,11449.5,11465.2,15.700000000000728,EOD,11449.5,11412.0,37.5,19.72,>15
2020-08-25,60,2020-08-25 10:34:00,2020-08-25 15:25:00,short,11481.35,11480.45,0.8999999999996362,EOD,11525.55,11481.35,44.19999999999891,18.86,>15
2020-08-26,60,2020-08-26 14:01:00,2020-08-26 15:25:00,long,11515.15,11555.45,40.30000000000109,EOD,11515.15,11462.35,52.79999999999927,19.51,>15
2020-08-27,60,2020-08-27 10:47:00,2020-08-27 15:25:00,short,11586.25,11568.0,18.25,EOD,11616.5,11586.25,30.25,19.37,>15
2020-08-28,60,2020-08-28 11:05:00,2020-08-28 15:25:00,long,11634.05,11638.6,4.550000000001091,EOD,11634.05,11592.5,41.54999999999927,18.4,>15
2020-08-31,60,2020-08-31 10:18:00,2020-08-31 11:20:00,short,11737.25,11623.45,113.79999999999927,TP,11794.15,11737.25,56.899999999999636,18.94,>15
2020-09-01,60,2020-09-01 12:51:00,2020-09-01 15:25:00,long,11509.35,11486.4,-22.950000000000728,EOD,11509.35,11367.2,142.14999999999964,22.96,>15
2020-09-02,60,2020-09-02 10:20:00,2020-09-02 14:15:00,short,11451.1,11519.7,-68.60000000000036,SL,11519.7,11451.1,68.60000000000036,21.92,>15
2020-09-03,60,2020-09-03 11:32:00,2020-09-03 15:25:00,short,11535.8,11531.55,4.25,EOD,11584.55,11535.8,48.75,20.67,>15
2020-09-04,60,2020-09-04 10:19:00,2020-09-04 14:40:00,long,11409.75,11333.35,-76.39999999999964,SL,11409.75,11333.35,76.39999999999964,21.84,>15
2020-09-07,60,2020-09-07 15:18:00,2020-09-07 15:25:00,long,11372.6,11373.4,0.7999999999992724,EOD,11372.6,11252.35,120.25,22.69,>15
2020-09-08,60,2020-09-08 10:16:00,2020-09-08 15:01:00,long,11385.9,11329.2,-56.69999999999891,SL,11385.9,11329.2,56.69999999999891,21.94,>15
2020-09-09,60,2020-09-09 12:04:00,2020-09-09 15:11:00,short,11209.7,11280.75,-71.04999999999927,SL,11280.75,11209.7,71.04999999999927,22.85,>15
2020-09-10,60,2020-09-10 10:23:00,2020-09-10 12:44:00,long,11366.0,11438.599999999999,72.59999999999854,TP,11366.0,11329.7,36.29999999999927,21.4,>15
2020-09-11,60,2020-09-11 13:12:00,2020-09-11 15:25:00,short,11426.1,11458.05,-31.94999999999891,EOD,11492.7,11426.1,66.60000000000036,21.19,>15
2020-09-14,60,2020-09-14 11:39:00,2020-09-14 13:20:00,long,11563.3,11517.5,-45.79999999999927,SL,11563.3,11517.5,45.79999999999927,20.63,>15
2020-09-15,60,2020-09-15 10:41:00,2020-09-15 13:02:00,short,11465.3,11510.2,-44.900000000001455,SL,11510.2,11465.3,44.900000000001455,20.83,>15
2020-09-16,60,2020-09-16 10:26:00,2020-09-16 15:25:00,long,11555.9,11597.2,41.30000000000109,EOD,11555.9,11520.15,35.75,20.44,>15
2020-09-17,60,2020-09-17 10:35:00,2020-09-17 11:55:00,long,11578.9,11525.8,-53.100000000000364,SL,11578.9,11525.8,53.100000000000364,19.9,>15
2020-09-18,60,2020-09-18 10:23:00,2020-09-18 14:25:00,short,11551.35,11485.85,65.5,TP,11584.1,11551.35,32.75,19.49,>15
2020-09-21,60,2020-09-21 10:16:00,2020-09-21 10:25:00,short,11479.7,11530.45,-50.75,SL,11530.45,11479.7,50.75,20.51,>15
2020-09-23,60,2020-09-23 12:00:00,2020-09-23 13:53:00,short,11185.1,11037.800000000001,147.29999999999927,TP,11258.75,11185.1,73.64999999999964,20.74,>15
2020-09-24,60,2020-09-24 10:24:00,2020-09-24 15:01:00,short,10953.8,10833.099999999999,120.70000000000073,TP,11014.15,10953.8,60.350000000000364,21.93,>15
2020-09-25,60,2020-09-25 10:18:00,2020-09-25 11:27:00,short,10864.8,10946.3,-81.5,SL,10946.3,10864.8,81.5,22.63,>15
2020-09-28,60,2020-09-28 10:38:00,2020-09-28 15:25:00,long,11177.0,11229.85,52.850000000000364,EOD,11177.0,11100.5,76.5,20.68,>15
2020-09-29,60,2020-09-29 10:45:00,2020-09-29 15:25:00,short,11234.5,11221.05,13.450000000000728,EOD,11304.8,11234.5,70.29999999999927,19.51,>15
2020-09-30,60,2020-09-30 10:29:00,2020-09-30 15:25:00,long,11246.6,11226.9,-19.700000000000728,EOD,11246.6,11184.75,61.850000000000364,19.93,>15
2020-10-01,60,2020-10-01 10:41:00,2020-10-01 15:25:00,long,11396.95,11417.65,20.69999999999891,EOD,11396.95,11350.6,46.350000000000364,18.66,>15
2020-10-05,60,2020-10-05 11:05:00,2020-10-05 13:12:00,long,11553.55,11484.3,-69.25,SL,11553.55,11484.3,69.25,19.81,>15
2020-10-06,60,2020-10-06 14:27:00,2020-10-06 15:25:00,long,11613.45,11667.0,53.54999999999927,EOD,11613.45,11565.4,48.05000000000109,19.72,>15
2020-10-07,60,2020-10-07 10:25:00,2020-10-07 15:25:00,long,11736.4,11747.65,11.25,EOD,11736.4,11631.0,105.39999999999964,20.18,>15
2020-10-08,60,2020-10-08 10:37:00,2020-10-08 14:30:00,long,11880.0,11825.7,-54.29999999999927,SL,11880.0,11825.7,54.29999999999927,20.36,>15
2020-10-09,60,2020-10-09 10:28:00,2020-10-09 15:25:00,long,11880.3,11925.35,45.05000000000109,EOD,11880.3,11806.15,74.14999999999964,20.83,>15
2020-10-12,60,2020-10-12 10:30:00,2020-10-12 15:25:00,short,11956.75,11936.35,20.399999999999636,EOD,12020.6,11956.75,63.850000000000364,21.6,>15
2020-10-13,60,2020-10-13 10:22:00,2020-10-13 15:25:00,long,11974.45,11931.25,-43.20000000000073,EOD,11974.45,11891.8,82.65000000000146,21.31,>15
2020-10-14,60,2020-10-14 11:18:00,2020-10-14 14:22:00,short,11827.4,11917.75,-90.35000000000036,SL,11917.75,11827.4,90.35000000000036,20.85,>15
2020-10-15,60,2020-10-15 11:32:00,2020-10-15 15:10:00,short,11907.5,11675.599999999999,231.90000000000146,TP,12023.45,11907.5,115.95000000000073,20.34,>15
2020-10-16,60,2020-10-16 13:15:00,2020-10-16 15:25:00,long,11783.05,11762.85,-20.19999999999891,EOD,11783.05,11668.45,114.59999999999854,21.95,>15
2020-10-19,60,2020-10-19 10:17:00,2020-10-19 11:54:00,long,11891.35,11823.4,-67.95000000000073,SL,11891.35,11823.4,67.95000000000073,22.12,>15
2020-10-20,60,2020-10-20 10:45:00,2020-10-20 15:25:00,long,11923.95,11899.35,-24.600000000000364,EOD,11923.95,11839.4,84.55000000000109,22.19,>15
2020-10-21,60,2020-10-21 13:16:00,2020-10-21 13:36:00,short,11957.5,11836.3,121.20000000000073,TP,12018.1,11957.5,60.600000000000364,22.46,>15
2020-10-22,60,2020-10-22 12:40:00,2020-10-22 15:25:00,short,11855.1,11905.35,-50.25,EOD,11938.3,11855.1,83.19999999999891,23.38,>15
2020-10-23,60,2020-10-23 10:40:00,2020-10-23 15:25:00,short,11927.65,11926.35,1.2999999999992724,EOD,11974.25,11927.65,46.600000000000364,22.37,>15
2020-10-26,60,2020-10-26 11:15:00,2020-10-26 12:58:00,short,11877.95,11759.050000000003,118.89999999999782,TP,11937.4,11877.95,59.44999999999891,22.64,>15
2020-10-27,60,2020-10-27 10:48:00,2020-10-27 15:25:00,long,11818.1,11887.45,69.35000000000036,EOD,11818.1,11725.75,92.35000000000036,23.0,>15
2020-10-28,60,2020-10-28 10:33:00,2020-10-28 13:43:00,short,11861.5,11725.8,135.70000000000073,TP,11929.35,11861.5,67.85000000000036,22.76,>15
2020-10-29,60,2020-10-29 11:50:00,2020-10-29 14:35:00,long,11709.45,11609.8,-99.65000000000146,SL,11709.45,11609.8,99.65000000000146,23.65,>15
2020-10-30,60,2020-10-30 11:09:00,2020-10-30 15:25:00,short,11645.2,11643.85,1.3500000000003638,EOD,11748.15,11645.2,102.94999999999891,23.81,>15
2020-11-02,60,2020-11-02 14:25:00,2020-11-02 15:25:00,long,11697.35,11646.4,-50.95000000000073,EOD,11697.35,11557.75,139.60000000000036,25.71,>15
2020-11-03,60,2020-11-03 10:21:00,2020-11-03 15:25:00,long,11796.55,11820.4,23.850000000000364,EOD,11796.55,11729.85,66.69999999999891,24.9,>15
2020-11-04,60,2020-11-04 13:18:00,2020-11-04 14:59:00,short,11783.35,11920.2,-136.85000000000036,SL,11920.2,11783.35,136.85000000000036,22.87,>15
2020-11-05,60,2020-11-05 10:16:00,2020-11-05 15:25:00,long,12076.3,12124.8,48.5,EOD,12076.3,12028.4,47.899999999999636,21.17,>15
2020-11-06,60,2020-11-06 12:12:00,2020-11-06 15:25:00,long,12208.75,12267.1,58.350000000000364,EOD,12208.75,12134.95,73.79999999999927,20.18,>15
2020-11-09,60,2020-11-09 11:04:00,2020-11-09 14:40:00,short,12392.45,12451.65,-59.19999999999891,SL,12451.65,12392.45,59.19999999999891,20.55,>15
2020-11-10,60,2020-11-10 10:16:00,2020-11-10 15:25:00,long,12563.1,12635.8,72.69999999999891,EOD,12563.1,12476.7,86.39999999999964,20.61,>15
2020-11-11,60,2020-11-11 11:14:00,2020-11-11 15:25:00,short,12658.7,12753.5,-94.79999999999927,EOD,12768.85,12658.7,110.14999999999964,21.74,>15
2020-11-12,60,2020-11-12 10:24:00,2020-11-12 15:25:00,short,12677.2,12691.3,-14.099999999998545,EOD,12740.85,12677.2,63.649999999999636,21.17,>15
2020-11-13,60,2020-11-13 10:16:00,2020-11-13 15:25:00,long,12659.7,12716.7,57.0,EOD,12659.7,12608.3,51.400000000001455,20.26,>15
2020-11-17,60,2020-11-17 10:30:00,2020-11-17 15:25:00,short,12838.3,12876.25,-37.95000000000073,EOD,12932.5,12838.3,94.20000000000073,20.11,>15
2020-11-18,60,2020-11-18 11:08:00,2020-11-18 13:50:00,short,12839.2,12901.0,-61.79999999999927,SL,12901.0,12839.2,61.79999999999927,19.35,>15
2020-11-19,60,2020-11-19 12:26:00,2020-11-19 14:18:00,long,12959.85,12836.15,-123.70000000000073,SL,12959.85,12836.15,123.70000000000073,19.75,>15
2020-11-20,60,2020-11-20 10:45:00,2020-11-20 13:51:00,short,12786.1,12853.7,-67.60000000000036,SL,12853.7,12786.1,67.60000000000036,19.26,>15
2020-11-23,60,2020-11-23 10:46:00,2020-11-23 14:05:00,short,12844.65,12960.8,-116.14999999999964,SL,12960.8,12844.65,116.14999999999964,19.94,>15
2020-11-24,60,2020-11-24 10:25:00,2020-11-24 15:25:00,long,13044.35,13067.9,23.549999999999272,EOD,13044.35,12980.45,63.899999999999636,21.34,>15
2020-11-25,60,2020-11-25 10:22:00,2020-11-25 13:54:00,short,13083.55,12961.349999999999,122.20000000000073,TP,13144.65,13083.55,61.100000000000364,21.4,>15
2020-11-26,60,2020-11-26 12:05:00,2020-11-26 13:03:00,short,12805.7,12916.55,-110.84999999999854,SL,12916.55,12805.7,110.84999999999854,20.62,>15
2020-11-27,60,2020-11-27 11:11:00,2020-11-27 15:25:00,short,12953.45,12960.8,-7.349999999998545,EOD,13030.7,12953.45,77.25,21.11,>15
2020-12-01,60,2020-12-01 10:41:00,2020-12-01 15:25:00,long,13062.2,13096.15,33.94999999999891,EOD,13062.2,12963.7,98.5,20.74,>15
2020-12-02,60,2020-12-02 10:19:00,2020-12-02 15:25:00,short,13070.9,13104.55,-33.649999999999636,EOD,13127.7,13071.0,56.70000000000073,20.23,>15
2020-12-03,60,2020-12-03 10:59:00,2020-12-03 15:25:00,short,13143.9,13130.65,13.25,EOD,13215.3,13143.9,71.39999999999964,18.92,>15
2020-12-04,60,2020-12-04 10:15:00,2020-12-04 12:50:00,long,13230.2,13165.2,-65.0,SL,13230.2,13165.2,65.0,18.83,>15
2020-12-07,60,2020-12-07 12:08:00,2020-12-07 15:25:00,long,13322.0,13352.8,30.799999999999272,EOD,13322.0,13246.25,75.75,18.23,>15
2020-12-08,60,2020-12-08 10:20:00,2020-12-08 11:08:00,long,13434.85,13369.5,-65.35000000000036,SL,13434.85,13369.5,65.35000000000036,18.49,>15
2020-12-09,60,2020-12-09 10:15:00,2020-12-09 14:15:00,long,13483.7,13543.500000000004,59.80000000000291,TP,13483.7,13453.8,29.900000000001455,19.07,>15
2020-12-10,60,2020-12-10 14:48:00,2020-12-10 15:25:00,long,13488.5,13478.65,-9.850000000000364,EOD,13488.5,13399.4,89.10000000000036,18.87,>15
2020-12-11,60,2020-12-11 10:18:00,2020-12-11 13:57:00,long,13563.25,13510.95,-52.29999999999927,SL,13563.25,13510.95,52.29999999999927,18.8,>15
2020-12-14,60,2020-12-14 10:18:00,2020-12-14 15:25:00,short,13533.25,13554.45,-21.200000000000728,EOD,13597.4,13533.25,64.14999999999964,19.48,>15
2020-12-15,60,2020-12-15 10:55:00,2020-12-15 13:55:00,short,13451.4,13547.2,-95.80000000000109,SL,13547.2,13451.4,95.80000000000109,19.77,>15
2020-12-16,60,2020-12-16 12:47:00,2020-12-16 13:38:00,short,13624.8,13663.1,-38.30000000000109,SL,13663.1,13624.8,38.30000000000109,19.26,>15
2020-12-17,60,2020-12-17 11:15:00,2020-12-17 15:25:00,long,13724.65,13731.1,6.450000000000728,EOD,13724.65,13678.65,46.0,19.33,>15
2020-12-18,60,2020-12-18 15:16:00,2020-12-18 15:25:00,long,13768.5,13755.2,-13.299999999999272,EOD,13768.5,13659.05,109.45000000000073,19.22,>15
2020-12-21,60,2020-12-21 10:17:00,2020-12-21 12:59:00,long,13763.35,13675.25,-88.10000000000036,SL,13763.35,13675.25,88.10000000000036,19.45,>15
2020-12-22,60,2020-12-22 14:17:00,2020-12-22 15:25:00,long,13446.6,13469.75,23.149999999999636,EOD,13446.6,13193.9,252.70000000000073,23.69,>15
2020-12-23,60,2020-12-23 10:27:00,2020-12-23 15:25:00,long,13534.45,13612.75,78.29999999999927,EOD,13534.45,13433.25,101.20000000000073,21.89,>15
2020-12-24,60,2020-12-24 10:15:00,2020-12-24 11:13:00,long,13734.25,13654.8,-79.45000000000073,SL,13734.25,13654.8,79.45000000000073,20.18,>15
2020-12-28,60,2020-12-28 10:40:00,2020-12-28 12:53:00,short,13815.15,13864.15,-49.0,SL,13864.15,13815.15,49.0,20.8,>15
2020-12-29,60,2020-12-29 10:45:00,2020-12-29 15:25:00,short,13910.35,13929.5,-19.149999999999636,EOD,13967.15,13910.35,56.79999999999927,20.52,>15
2020-12-30,60,2020-12-30 12:40:00,2020-12-30 15:05:00,short,13887.25,13980.9,-93.64999999999964,SL,13980.9,13887.25,93.64999999999964,21.28,>15
2020-12-31,60,2020-12-31 10:30:00,2020-12-31 15:25:00,long,13997.2,13975.15,-22.05000000000109,EOD,13997.2,13941.6,55.600000000000364,21.08,>15
2021-01-01,60,2021-01-01 10:27:00,2021-01-01 15:25:00,long,14033.4,14019.0,-14.399999999999636,EOD,14033.4,13994.85,38.54999999999927,20.41,>15
2021-01-04,60,2021-01-04 10:47:00,2021-01-04 11:00:00,short,14080.35,14014.65,65.70000000000073,TP,14113.2,14080.35,32.850000000000364,19.87,>15
2021-01-05,60,2021-01-05 10:20:00,2021-01-05 10:56:00,short,14050.15,14114.65,-64.5,SL,14114.65,14050.15,64.5,20.8,>15
2021-01-06,60,2021-01-06 13:15:00,2021-01-06 14:12:00,short,14174.9,14041.9,133.0,TP,14241.4,14174.9,66.5,20.86,>15
2021-01-07,60,2021-01-07 10:21:00,2021-01-07 15:25:00,short,14195.75,14135.65,60.100000000000364,EOD,14253.75,14195.75,58.0,20.4,>15
2021-01-08,60,2021-01-08 10:16:00,2021-01-08 14:45:00,long,14258.4,14326.999999999998,68.59999999999854,TP,14258.4,14224.1,34.29999999999927,20.18,>15
2021-01-11,60,2021-01-11 10:21:00,2021-01-11 14:37:00,short,14404.9,14478.95,-74.05000000000109,SL,14478.95,14404.9,74.05000000000109,22.38,>15
2021-01-12,60,2021-01-12 11:15:00,2021-01-12 15:25:00,long,14499.6,14567.75,68.14999999999964,EOD,14499.6,14435.95,63.649999999999636,22.98,>15
2021-01-13,60,2021-01-13 10:16:00,2021-01-13 11:34:00,short,14619.7,14553.7,66.0,TP,14652.7,14619.7,33.0,23.31,>15
2021-01-14,60,2021-01-14 11:06:00,2021-01-14 15:25:00,long,14562.65,14597.45,34.80000000000109,EOD,14562.65,14472.45,90.19999999999891,23.52,>15
