date,timeframe_min,entry_time,exit_time,side,entry,exit,pnl_pts,exit_reason,or_high,or_low,or_range,vix_at_or,vix_bucket
2017-03-06,60,2017-03-06 10:47:00,2017-03-06 15:25:00,long,8960.25,8965.45,5.200000000000728,EOD,8960.25,8914.7,45.54999999999927,13.56,12-15
2017-03-07,60,2017-03-07 10:24:00,2017-03-07 15:25:00,short,8947.15,8946.3,0.8500000000003638,EOD,8977.75,8947.15,30.600000000000364,13.88,12-15
2017-03-08,60,2017-03-08 10:45:00,2017-03-08 11:03:00,short,8940.35,8907.450000000003,32.89999999999782,TP,8956.8,8940.35,16.44999999999891,13.97,12-15
2017-03-09,60,2017-03-09 10:22:00,2017-03-09 15:25:00,long,8922.55,8924.7,2.150000000001455,EOD,8922.55,8900.5,22.049999999999272,14.52,12-15
2017-03-10,60,2017-03-10 10:33:00,2017-03-10 15:25:00,short,8941.05,8935.2,5.849999999998545,EOD,8975.3,8941.05,34.25,13.83,12-15
2017-03-15,60,2017-03-15 10:16:00,2017-03-15 15:24:00,long,9102.15,9076.35,-25.799999999999272,SL,9102.15,9076.35,25.799999999999272,12.32,12-15
2017-03-16,60,2017-03-16 12:21:00,2017-03-16 15:05:00,short,9129.65,9152.65,-23.0,SL,9152.65,9129.65,23.0,12.12,12-15
2017-03-17,60,2017-03-17 10:30:00,2017-03-17 15:25:00,short,9166.75,9155.1,11.649999999999636,EOD,9214.1,9166.75,47.350000000000364,11.88,<12
2017-03-20,60,2017-03-20 10:15:00,2017-03-20 15:25:00,short,9127.0,9129.15,-2.149999999999636,EOD,9166.95,9127.0,39.95000000000073,12.21,12-15
2017-03-21,60,2017-03-21 10:15:00,2017-03-21 15:25:00,short,9126.05,9129.7,-3.650000000001455,EOD,9147.6,9126.05,21.55000000000109,11.85,<12
2017-03-22,60,2017-03-22 11:02:00,2017-03-22 15:25:00,short,9036.45,9031.65,4.800000000001091,EOD,9072.7,9036.45,36.25,12.27,12-15
2017-03-23,60,2017-03-23 14:50:00,2017-03-23 15:25:00,long,9074.65,9082.85,8.200000000000728,EOD,9074.65,9048.6,26.049999999999272,12.09,12-15
2017-03-24,60,2017-03-24 14:41:00,2017-03-24 15:25:00,long,9131.95,9100.05,-31.900000000001455,EOD,9131.95,9089.6,42.350000000000364,11.82,<12
2017-03-27,60,2017-03-27 10:16:00,2017-03-27 15:25:00,short,9052.35,9044.3,8.050000000001091,EOD,9094.6,9052.35,42.25,12.46,12-15
2017-03-28,60,2017-03-28 10:36:00,2017-03-28 14:59:00,long,9096.7,9081.5,-15.200000000000728,SL,9096.7,9081.5,15.200000000000728,12.18,12-15
2017-03-29,60,2017-03-29 11:26:00,2017-03-29 15:25:00,long,9133.7,9148.0,14.299999999999272,EOD,9133.7,9109.25,24.450000000000728,12.06,12-15
2017-03-30,60,2017-03-30 14:19:00,2017-03-30 15:25:00,long,9169.5,9170.1,0.6000000000003638,EOD,9169.5,9137.65,31.850000000000364,11.79,<12
2017-03-31,60,2017-03-31 10:51:00,2017-03-31 14:08:00,short,9154.0,9181.1,-27.100000000000364,SL,9181.1,9154.0,27.100000000000364,12.19,12-15
2017-04-03,60,2017-04-03 13:02:00,2017-04-03 15:25:00,long,9220.6,9242.0,21.399999999999636,EOD,9220.6,9192.65,27.950000000000728,12.4,12-15
2017-04-05,60,2017-04-05 14:30:00,2017-04-05 15:25:00,long,9264.4,9258.65,-5.75,EOD,9264.4,9215.55,48.850000000000364,11.66,<12
2017-04-06,60,2017-04-06 10:36:00,2017-04-06 14:30:00,short,9226.9,9245.8,-18.899999999999636,SL,9245.8,9226.9,18.899999999999636,11.63,<12
2017-04-07,60,2017-04-07 10:15:00,2017-04-07 14:45:00,long,9240.55,9214.1,-26.44999999999891,SL,9240.55,9214.1,26.44999999999891,11.47,<12
2017-04-10,60,2017-04-10 12:45:00,2017-04-10 15:25:00,short,9191.2,9183.65,7.550000000001091,EOD,9225.6,9191.2,34.399999999999636,11.78,<12
2017-04-11,60,2017-04-11 10:25:00,2017-04-11 15:25:00,long,9211.0,9234.6,23.600000000000364,EOD,9211.0,9174.45,36.54999999999927,11.68,<12
2017-04-13,60,2017-04-13 12:32:00,2017-04-13 15:25:00,short,9170.05,9153.05,17.0,EOD,9202.5,9170.05,32.45000000000073,11.56,<12
2017-04-18,60,2017-04-18 13:26:00,2017-04-18 15:25:00,short,9161.55,9102.25,59.29999999999927,EOD,9217.8,9161.55,56.25,11.65,<12
2017-04-19,60,2017-04-19 14:42:00,2017-04-19 15:25:00,short,9079.6,9115.25,-35.649999999999636,EOD,9120.3,9079.6,40.69999999999891,12.46,12-15
2017-04-20,60,2017-04-20 10:43:00,2017-04-20 15:25:00,long,9126.05,9137.25,11.200000000000728,EOD,9126.05,9106.3,19.75,11.84,<12
2017-04-21,60,2017-04-21 10:27:00,2017-04-21 15:25:00,short,9148.95,9122.9,26.05000000000109,EOD,9183.2,9148.95,34.25,11.35,<12
2017-04-24,60,2017-04-24 11:16:00,2017-04-24 15:25:00,long,9167.1,9217.0,49.899999999999636,EOD,9167.1,9130.75,36.350000000000364,11.46,<12
2017-04-25,60,2017-04-25 11:59:00,2017-04-25 15:25:00,long,9278.05,9305.05,27.0,EOD,9278.05,9250.85,27.19999999999891,11.49,<12
2017-04-26,60,2017-04-26 10:15:00,2017-04-26 14:32:00,long,9347.5,9318.6,-28.899999999999636,SL,9347.5,9318.6,28.899999999999636,11.4,<12
2017-04-27,60,2017-04-27 13:46:00,2017-04-27 15:25:00,long,9361.7,9336.35,-25.350000000000364,EOD,9361.7,9329.4,32.30000000000109,11.35,<12
2017-04-28,60,2017-04-28 10:15:00,2017-04-28 15:25:00,short,9297.9,9306.35,-8.450000000000728,EOD,9341.5,9297.9,43.600000000000364,10.96,<12
2017-05-02,60,2017-05-02 10:41:00,2017-05-02 15:25:00,short,9322.3,9315.3,7.0,EOD,9352.55,9322.3,30.25,11.13,<12
2017-05-03,60,2017-05-03 11:38:00,2017-05-03 15:25:00,short,9313.0,9309.25,3.75,EOD,9344.75,9313.2,31.549999999999272,11.53,<12
2017-05-04,60,2017-05-04 11:00:00,2017-05-04 14:10:00,short,9341.6,9360.95,-19.350000000000364,SL,9360.95,9341.6,19.350000000000364,11.56,<12
2017-05-05,60,2017-05-05 10:19:00,2017-05-05 15:25:00,short,9315.3,9281.5,33.79999999999927,EOD,9374.55,9315.3,59.25,11.67,<12
2017-05-08,60,2017-05-08 10:42:00,2017-05-08 15:25:00,long,9324.1,9311.1,-13.0,EOD,9324.1,9298.25,25.850000000000364,11.73,<12
2017-05-09,60,2017-05-09 13:37:00,2017-05-09 15:25:00,long,9337.35,9316.4,-20.950000000000728,EOD,9337.35,9307.75,29.600000000000364,11.22,<12
2017-05-10,60,2017-05-10 10:58:00,2017-05-10 15:25:00,long,9389.75,9412.45,22.700000000000728,EOD,9389.75,9336.65,53.100000000000364,10.75,<12
2017-05-11,60,2017-05-11 10:45:00,2017-05-11 13:16:00,long,9448.6,9426.9,-21.700000000000728,SL,9448.6,9426.9,21.700000000000728,11.08,<12
2017-05-12,60,2017-05-12 12:45:00,2017-05-12 15:25:00,short,9384.25,9404.5,-20.25,EOD,9436.85,9384.25,52.600000000000364,10.41,<12
2017-05-15,60,2017-05-15 10:21:00,2017-05-15 15:25:00,long,9443.4,9443.85,0.4500000000007276,EOD,9443.4,9423.8,19.600000000000364,10.5,<12
2017-05-16,60,2017-05-16 13:45:00,2017-05-16 15:25:00,long,9492.25,9512.5,20.25,EOD,9492.25,9456.6,35.649999999999636,10.71,<12
2017-05-17,60,2017-05-17 12:34:00,2017-05-17 13:37:00,short,9490.05,9519.95,-29.900000000001455,SL,9519.95,9490.05,29.900000000001455,10.6,<12
2017-05-18,60,2017-05-18 10:32:00,2017-05-18 15:25:00,short,9453.0,9425.9,27.100000000000364,EOD,9489.05,9453.0,36.04999999999927,10.92,<12
2017-05-19,60,2017-05-19 11:09:00,2017-05-19 15:25:00,short,9466.15,9430.2,35.94999999999891,EOD,9505.35,9466.15,39.20000000000073,11.08,<12
2017-05-22,60,2017-05-22 10:29:00,2017-05-22 15:25:00,short,9452.7,9440.75,11.950000000000728,EOD,9498.6,9452.7,45.899999999999636,11.71,<12
2017-05-23,60,2017-05-23 15:08:00,2017-05-23 15:25:00,short,9374.6,9385.4,-10.799999999999272,EOD,9448.0,9374.6,73.39999999999964,11.91,<12
2017-05-24,60,2017-05-24 10:28:00,2017-05-24 12:54:00,long,9416.0,9386.35,-29.649999999999636,SL,9416.0,9386.35,29.649999999999636,11.8,<12
2017-05-25,60,2017-05-25 10:21:00,2017-05-25 14:35:00,long,9410.15,9471.85,61.70000000000073,TP,9410.15,9379.3,30.850000000000364,11.21,<12
2017-05-26,60,2017-05-26 10:17:00,2017-05-26 15:25:00,long,9547.1,9584.4,37.29999999999927,EOD,9547.1,9496.1,51.0,10.46,<12
2017-05-29,60,2017-05-29 14:03:00,2017-05-29 15:25:00,long,9622.15,9602.75,-19.399999999999636,EOD,9622.15,9550.15,72.0,11.79,<12
2017-05-30,60,2017-05-30 14:31:00,2017-05-30 15:25:00,long,9631.45,9628.4,-3.0500000000010914,EOD,9631.45,9581.45,50.0,11.92,<12
2017-05-31,60,2017-05-31 11:28:00,2017-05-31 13:34:00,short,9611.15,9637.25,-26.100000000000364,SL,9637.25,9611.15,26.100000000000364,12.11,12-15
2017-06-01,60,2017-06-01 10:27:00,2017-06-01 12:30:00,long,9630.7,9599.65,-31.05000000000109,SL,9630.7,9599.65,31.05000000000109,11.6,<12
2017-06-05,60,2017-06-05 10:55:00,2017-06-05 15:25:00,long,9670.7,9676.75,6.049999999999272,EOD,9670.7,9641.25,29.450000000000728,11.02,<12
2017-06-06,60,2017-06-06 12:20:00,2017-06-06 15:25:00,short,9652.7,9636.3,16.400000000001455,EOD,9706.3,9652.7,53.599999999998545,11.27,<12
2017-06-07,60,2017-06-07 10:15:00,2017-06-07 12:26:00,long,9675.95,9648.35,-27.600000000000364,SL,9675.9,9648.3,27.600000000000364,10.9,<12
2017-06-08,60,2017-06-08 14:50:00,2017-06-08 15:25:00,short,9643.15,9645.75,-2.600000000000364,EOD,9688.25,9643.15,45.100000000000364,10.91,<12
2017-06-09,60,2017-06-09 13:17:00,2017-06-09 15:25:00,long,9644.05,9669.25,25.200000000000728,EOD,9644.05,9608.3,35.75,11.1,<12
2017-06-12,60,2017-06-12 13:52:00,2017-06-12 15:25:00,short,9606.55,9622.85,-16.30000000000109,EOD,9646.7,9606.55,40.150000000001455,11.41,<12
2017-06-13,60,2017-06-13 12:09:00,2017-06-13 14:39:00,long,9646.6,9615.55,-31.05000000000109,SL,9646.6,9615.55,31.05000000000109,11.16,<12
2017-06-14,60,2017-06-14 11:30:00,2017-06-14 15:25:00,short,9585.3,9617.45,-32.150000000001455,EOD,9624.7,9585.3,39.400000000001455,11.39,<12
2017-06-15,60,2017-06-15 12:01:00,2017-06-15 15:25:00,short,9589.6,9575.7,13.899999999999636,EOD,9617.9,9589.6,28.299999999999272,11.09,<12
2017-06-16,60,2017-06-16 10:15:00,2017-06-16 10:56:00,long,9610.35,9593.1,-17.25,SL,9610.35,9593.1,17.25,11.08,<12
2017-06-19,60,2017-06-19 13:43:00,2017-06-19 15:25:00,long,9638.3,9657.65,19.350000000000364,EOD,9638.3,9615.05,23.25,10.73,<12
2017-06-20,60,2017-06-20 10:18:00,2017-06-20 12:52:00,long,9673.9,9656.1,-17.799999999999272,SL,9673.9,9656.1,17.799999999999272,10.8,<12
2017-06-21,60,2017-06-21 13:40:00,2017-06-21 15:25:00,short,9609.65,9635.65,-26.0,EOD,9650.05,9609.65,40.399999999999636,10.83,<12
2017-06-22,60,2017-06-22 10:46:00,2017-06-22 14:57:00,long,9671.95,9642.65,-29.30000000000109,SL,9671.95,9642.65,29.30000000000109,10.77,<12
2017-06-23,60,2017-06-23 11:33:00,2017-06-23 15:25:00,short,9585.4,9573.95,11.449999999998909,EOD,9646.65,9585.4,61.25,11.59,<12
2017-06-27,60,2017-06-27 10:24:00,2017-06-27 15:25:00,short,9535.05,9514.25,20.799999999999272,EOD,9615.25,9535.05,80.20000000000073,12.66,12-15
2017-06-28,60,2017-06-28 12:00:00,2017-06-28 13:39:00,long,9522.25,9480.1,-42.149999999999636,SL,9522.25,9480.1,42.149999999999636,12.61,12-15
2017-06-29,60,2017-06-29 11:44:00,2017-06-29 13:00:00,long,9562.55,9522.95,-39.599999999998545,SL,9562.55,9522.95,39.599999999998545,11.41,<12
2017-06-30,60,2017-06-30 10:18:00,2017-06-30 15:25:00,long,9478.5,9533.55,55.04999999999927,EOD,9478.5,9448.8,29.700000000000728,11.66,<12
2017-07-03,60,2017-07-03 10:56:00,2017-07-03 15:25:00,long,9603.05,9623.5,20.450000000000728,EOD,9603.05,9543.85,59.19999999999891,11.53,<12
2017-07-04,60,2017-07-04 10:31:00,2017-07-04 15:25:00,short,9622.7,9609.15,13.550000000001091,EOD,9649.8,9622.7,27.099999999998545,11.38,<12
2017-07-05,60,2017-07-05 10:17:00,2017-07-05 15:25:00,long,9629.7,9642.15,12.449999999998909,EOD,9629.7,9607.4,22.30000000000109,11.17,<12
2017-07-06,60,2017-07-06 10:25:00,2017-07-06 15:25:00,long,9668.8,9671.65,2.850000000000364,EOD,9668.8,9640.0,28.799999999999272,11.08,<12
2017-07-07,60,2017-07-07 13:47:00,2017-07-07 15:25:00,long,9672.35,9668.05,-4.300000000001091,EOD,9672.35,9642.9,29.450000000000728,11.05,<12
2017-07-10,60,2017-07-10 12:30:00,2017-07-10 15:25:00,long,9761.65,9764.9,3.25,EOD,9761.65,9668.1,93.54999999999927,10.94,<12
2017-07-11,60,2017-07-11 11:55:00,2017-07-11 14:58:00,long,9814.4,9783.9,-30.5,SL,9814.4,9783.9,30.5,10.97,<12
2017-07-12,60,2017-07-12 11:57:00,2017-07-12 15:25:00,short,9791.3,9819.75,-28.450000000000728,EOD,9822.9,9791.3,31.600000000000364,11.23,<12
2017-07-13,60,2017-07-13 10:35:00,2017-07-13 15:25:00,long,9884.9,9891.8,6.899999999999636,EOD,9884.9,9855.5,29.399999999999636,11.1,<12
2017-07-14,60,2017-07-14 10:25:00,2017-07-14 15:25:00,short,9861.2,9887.3,-26.099999999998545,EOD,9913.3,9861.2,52.099999999998545,11.35,<12
2017-07-17,60,2017-07-17 10:15:00,2017-07-17 15:25:00,long,9916.7,9917.2,0.5,EOD,9916.7,9894.85,21.850000000000364,11.45,<12
2017-07-19,60,2017-07-19 10:37:00,2017-07-19 15:25:00,long,9875.5,9903.4,27.899999999999636,EOD,9875.5,9851.8,23.700000000000728,11.36,<12
2017-07-20,60,2017-07-20 10:15:00,2017-07-20 15:25:00,short,9893.95,9870.95,23.0,EOD,9922.35,9893.95,28.399999999999636,11.31,<12
2017-07-21,60,2017-07-21 10:15:00,2017-07-21 12:53:00,long,9918.4,9879.35,-39.04999999999927,SL,9918.0,9878.95,39.04999999999927,11.05,<12
2017-07-24,60,2017-07-24 10:17:00,2017-07-24 15:25:00,long,9953.25,9970.65,17.399999999999636,EOD,9953.25,9919.6,33.649999999999636,10.9,<12
2017-07-25,60,2017-07-25 11:39:00,2017-07-25 15:25:00,short,9954.75,9960.85,-6.100000000000364,EOD,10010.55,9954.75,55.79999999999927,11.12,<12
2017-07-26,60,2017-07-26 10:39:00,2017-07-26 15:25:00,long,9989.95,10022.75,32.79999999999927,EOD,9989.95,9966.45,23.5,11.28,<12
2017-07-27,60,2017-07-27 10:39:00,2017-07-27 13:39:00,long,10098.25,10055.85,-42.399999999999636,SL,10098.25,10055.85,42.399999999999636,11.3,<12
2017-07-28,60,2017-07-28 10:21:00,2017-07-28 13:31:00,long,9996.55,9963.2,-33.349999999998545,SL,9996.55,9963.2,33.349999999998545,11.26,<12
2017-07-31,60,2017-07-31 11:25:00,2017-07-31 15:25:00,long,10048.2,10084.35,36.149999999999636,EOD,10048.2,10018.0,30.200000000000728,11.63,<12
2017-08-01,60,2017-08-01 10:36:00,2017-08-01 10:49:00,long,10101.45,10080.1,-21.350000000000364,SL,10101.45,10080.1,21.350000000000364,12.06,12-15
2017-08-02,60,2017-08-02 10:16:00,2017-08-02 15:25:00,short,10105.85,10076.65,29.200000000000728,EOD,10136.3,10105.85,30.44999999999891,12.03,12-15
2017-08-03,60,2017-08-03 10:29:00,2017-08-03 15:25:00,short,10027.65,10005.5,22.149999999999636,EOD,10081.15,10027.65,53.5,12.0,12-15
2017-08-04,60,2017-08-04 10:46:00,2017-08-04 13:46:00,short,9991.25,10026.5,-35.25,SL,10026.5,9991.25,35.25,11.49,<12
2017-08-07,60,2017-08-07 15:12:00,2017-08-07 15:25:00,short,10057.95,10052.95,5.0,EOD,10087.8,10057.95,29.849999999998545,11.86,<12
2017-08-08,60,2017-08-08 10:15:00,2017-08-08 15:25:00,short,9982.0,9981.55,0.4500000000007276,EOD,10083.6,9982.0,101.60000000000036,12.67,12-15
2017-08-09,60,2017-08-09 10:15:00,2017-08-09 13:32:00,long,9961.15,9925.95,-35.19999999999891,SL,9961.15,9925.95,35.19999999999891,12.96,12-15
2017-08-10,60,2017-08-10 11:02:00,2017-08-10 14:30:00,long,9878.9,9836.2,-42.69999999999891,SL,9878.9,9836.2,42.69999999999891,13.94,12-15
2017-08-11,60,2017-08-11 10:23:00,2017-08-11 14:00:00,long,9742.45,9707.6,-34.850000000000364,SL,9742.45,9707.6,34.850000000000364,14.94,12-15
2017-08-14,60,2017-08-14 11:44:00,2017-08-14 15:25:00,long,9793.2,9782.45,-10.75,EOD,9793.2,9754.55,38.650000000001455,14.76,12-15
2017-08-16,60,2017-08-16 12:35:00,2017-08-16 15:25:00,long,9829.1,9897.75,68.64999999999964,EOD,9829.1,9774.45,54.649999999999636,14.5,12-15
2017-08-17,60,2017-08-17 11:09:00,2017-08-17 15:25:00,short,9900.7,9906.3,-5.599999999998545,EOD,9947.6,9900.7,46.899999999999636,14.1,12-15
2017-08-18,60,2017-08-18 12:39:00,2017-08-18 15:25:00,short,9816.8,9836.75,-19.950000000000728,EOD,9865.95,9816.8,49.150000000001455,14.68,12-15
2017-08-21,60,2017-08-21 10:39:00,2017-08-21 15:00:00,short,9846.95,9772.550000000003,74.39999999999782,TP,9884.15,9846.95,37.19999999999891,14.16,12-15
2017-08-22,60,2017-08-22 10:17:00,2017-08-22 15:25:00,short,9763.5,9770.95,-7.450000000000728,EOD,9828.35,9763.5,64.85000000000036,14.37,12-15
2017-08-23,60,2017-08-23 12:11:00,2017-08-23 15:25:00,long,9815.75,9849.65,33.899999999999636,EOD,9815.75,9786.8,28.950000000000728,13.64,12-15
2017-08-28,60,2017-08-28 10:15:00,2017-08-28 15:25:00,long,9913.45,9914.4,0.9499999999989086,EOD,9913.45,9882.0,31.450000000000728,12.68,12-15
2017-08-29,60,2017-08-29 10:15:00,2017-08-29 15:25:00,short,9840.2,9798.65,41.55000000000109,EOD,9886.4,9840.4,46.0,13.31,12-15
2017-08-30,60,2017-08-30 11:24:00,2017-08-30 15:25:00,long,9883.4,9883.95,0.5500000000010914,EOD,9883.4,9850.8,32.600000000000364,12.8,12-15
2017-08-31,60,2017-08-31 10:42:00,2017-08-31 14:47:00,short,9864.25,9905.7,-41.45000000000073,SL,9905.7,9864.25,41.45000000000073,12.34,12-15
2017-09-01,60,2017-09-01 10:35:00,2017-09-01 15:25:00,long,9963.15,9969.3,6.149999999999636,EOD,9963.15,9910.3,52.850000000000364,11.91,<12
2017-09-04,60,2017-09-04 10:18:00,2017-09-04 12:01:00,short,9950.35,9882.750000000002,67.59999999999854,TP,9984.15,9950.35,33.79999999999927,12.63,12-15
2017-09-05,60,2017-09-05 12:17:00,2017-09-05 14:16:00,short,9913.0,9948.65,-35.649999999999636,SL,9948.65,9913.0,35.649999999999636,12.95,12-15
2017-09-06,60,2017-09-06 11:34:00,2017-09-06 15:25:00,long,9911.7,9916.35,4.649999999999636,EOD,9911.7,9882.65,29.05000000000109,13.34,12-15
2017-09-07,60,2017-09-07 10:43:00,2017-09-07 15:25:00,short,9939.0,9924.45,14.549999999999272,EOD,9964.5,9939.0,25.5,12.71,12-15
2017-09-08,60,2017-09-08 10:37:00,2017-09-08 15:25:00,short,9946.7,9929.15,17.55000000000109,EOD,9963.6,9946.7,16.899999999999636,12.69,12-15
2017-09-11,60,2017-09-11 11:24:00,2017-09-11 15:25:00,long,9992.15,10001.9,9.75,EOD,9992.15,9971.75,20.399999999999636,12.49,12-15
2017-09-12,60,2017-09-12 10:59:00,2017-09-12 15:25:00,long,10056.85,10090.4,33.54999999999927,EOD,10056.85,10028.2,28.649999999999636,12.01,12-15
2017-09-13,60,2017-09-13 12:42:00,2017-09-13 14:43:00,long,10120.6,10084.35,-36.25,SL,10120.6,10084.35,36.25,11.5,<12
2017-09-14,60,2017-09-14 11:08:00,2017-09-14 15:25:00,short,10098.35,10083.15,15.200000000000728,EOD,10126.3,10098.35,27.94999999999891,11.64,<12
2017-09-15,60,2017-09-15 11:15:00,2017-09-15 14:30:00,short,10044.8,10083.85,-39.05000000000109,SL,10083.85,10044.8,39.05000000000109,11.87,<12
2017-09-18,60,2017-09-18 12:39:00,2017-09-18 15:25:00,long,10167.05,10153.25,-13.799999999999272,EOD,10167.05,10133.1,33.94999999999891,11.37,<12
2017-09-19,60,2017-09-19 10:26:00,2017-09-19 15:25:00,short,10140.25,10148.9,-8.649999999999636,EOD,10178.5,10140.25,38.25,11.51,<12
2017-09-20,60,2017-09-20 10:16:00,2017-09-20 15:25:00,short,10146.5,10137.4,9.100000000000364,EOD,10170.05,10146.5,23.549999999999272,11.55,<12
2017-09-21,60,2017-09-21 10:18:00,2017-09-21 15:25:00,short,10079.15,10122.05,-42.899999999999636,EOD,10158.9,10079.15,79.75,11.86,<12
2017-09-22,60,2017-09-22 10:15:00,2017-09-22 15:25:00,short,10017.0,9956.75,60.25,EOD,10094.35,10017.0,77.35000000000036,12.48,12-15
2017-09-25,60,2017-09-25 10:15:00,2017-09-25 15:25:00,short,9855.5,9879.95,-24.450000000000728,EOD,9960.1,9855.5,104.60000000000036,13.57,12-15
2017-09-26,60,2017-09-26 10:42:00,2017-09-26 14:26:00,short,9835.15,9885.45,-50.30000000000109,SL,9885.45,9835.15,50.30000000000109,13.48,12-15
2017-09-27,60,2017-09-27 10:16:00,2017-09-27 15:25:00,short,9836.85,9736.45,100.39999999999964,EOD,9920.6,9836.85,83.75,13.21,12-15
2017-09-28,60,2017-09-28 10:45:00,2017-09-28 15:25:00,long,9751.05,9765.35,14.300000000001091,EOD,9751.05,9688.4,62.649999999999636,13.16,12-15
2017-09-29,60,2017-09-29 11:51:00,2017-09-29 15:02:00,long,9827.3,9795.95,-31.349999999998545,SL,9827.3,9795.95,31.349999999998545,12.46,12-15
2017-10-04,60,2017-10-04 10:18:00,2017-10-04 15:25:00,long,9904.7,9923.55,18.849999999998545,EOD,9904.7,9850.95,53.75,12.04,12-15
2017-10-05,60,2017-10-05 10:31:00,2017-10-05 15:25:00,short,9913.15,9885.65,27.5,EOD,9945.85,9913.15,32.70000000000073,11.6,<12
2017-10-06,60,2017-10-06 10:15:00,2017-10-06 15:25:00,long,9958.8,9985.35,26.55000000000109,EOD,9958.6,9907.65,50.95000000000073,11.13,<12
2017-10-10,60,2017-10-10 10:17:00,2017-10-10 11:00:00,short,10004.7,10022.95,-18.25,SL,10022.95,10004.7,18.25,11.32,<12
2017-10-11,60,2017-10-11 10:19:00,2017-10-11 13:25:00,long,10066.3,10037.75,-28.549999999999272,SL,10066.3,10037.75,28.549999999999272,10.81,<12
2017-10-12,60,2017-10-12 10:40:00,2017-10-12 15:25:00,long,10025.3,10099.1,73.80000000000109,EOD,10025.3,9977.1,48.19999999999891,11.31,<12
2017-10-13,60,2017-10-13 10:45:00,2017-10-13 15:25:00,long,10160.45,10163.65,3.1999999999989086,EOD,10160.45,10121.75,38.70000000000073,10.94,<12
2017-10-16,60,2017-10-16 10:47:00,2017-10-16 15:25:00,short,10207.4,10234.25,-26.850000000000364,EOD,10242.95,10207.4,35.55000000000109,11.31,<12
2017-10-17,60,2017-10-17 10:41:00,2017-10-17 15:25:00,long,10238.95,10233.9,-5.050000000001091,EOD,10238.95,10212.9,26.05000000000109,11.54,<12
2017-10-18,60,2017-10-18 10:17:00,2017-10-18 13:03:00,short,10189.9,10211.8,-21.899999999999636,SL,10211.8,10189.9,21.899999999999636,11.53,<12
2017-10-23,60,2017-10-23 11:32:00,2017-10-23 15:25:00,short,10157.05,10189.75,-32.70000000000073,EOD,10223.65,10157.05,66.60000000000036,12.62,12-15
2017-10-24,60,2017-10-24 10:16:00,2017-10-24 13:42:00,long,10231.05,10187.95,-43.099999999998545,SL,10231.05,10187.95,43.099999999998545,11.96,<12
2017-10-25,60,2017-10-25 10:16:00,2017-10-25 15:25:00,short,10248.1,10291.35,-43.25,EOD,10333.0,10248.1,84.89999999999964,11.59,<12
2017-10-26,60,2017-10-26 11:18:00,2017-10-26 13:59:00,long,10294.05,10337.849999999999,43.79999999999927,TP,10294.05,10272.15,21.899999999999636,11.62,<12
2017-10-27,60,2017-10-27 11:15:00,2017-10-27 15:25:00,short,10337.5,10321.05,16.450000000000728,EOD,10364.8,10337.5,27.299999999999272,11.65,<12
2017-10-30,60,2017-10-30 14:32:00,2017-10-30 15:25:00,long,10383.6,10361.45,-22.149999999999636,EOD,10383.6,10344.85,38.75,11.97,<12
2017-10-31,60,2017-10-31 10:31:00,2017-10-31 15:25:00,short,10341.35,10336.6,4.75,EOD,10364.9,10341.35,23.549999999999272,12.37,12-15
2017-11-01,60,2017-11-01 10:15:00,2017-11-01 15:25:00,long,10434.9,10436.75,1.8500000000003638,EOD,10434.9,10386.35,48.54999999999927,12.09,12-15
2017-11-02,60,2017-11-02 11:41:00,2017-11-02 15:25:00,short,10432.45,10424.45,8.0,EOD,10452.65,10432.45,20.19999999999891,12.05,12-15
2017-11-06,60,2017-11-06 10:42:00,2017-11-06 15:25:00,long,10449.35,10430.45,-18.899999999999636,EOD,10449.35,10413.8,35.55000000000109,12.63,12-15
2017-11-07,60,2017-11-07 10:15:00,2017-11-07 15:25:00,short,10430.75,10346.9,83.85000000000036,EOD,10485.15,10430.75,54.399999999999636,13.57,12-15
2017-11-08,60,2017-11-08 13:21:00,2017-11-08 15:25:00,short,10332.05,10315.25,16.799999999999272,EOD,10383.85,10332.05,51.80000000000109,13.4,12-15
2017-11-09,60,2017-11-09 10:24:00,2017-11-09 12:12:00,short,10344.45,10296.750000000004,47.69999999999709,TP,10368.3,10344.45,23.849999999998545,12.77,12-15
2017-11-10,60,2017-11-10 10:44:00,2017-11-10 14:49:00,long,10304.35,10270.65,-33.70000000000073,SL,10304.35,10270.65,33.70000000000073,13.02,12-15
2017-11-13,60,2017-11-13 10:29:00,2017-11-13 15:25:00,short,10278.6,10222.9,55.70000000000073,EOD,10334.0,10278.6,55.399999999999636,14.21,12-15
2017-11-14,60,2017-11-14 11:26:00,2017-11-14 15:25:00,short,10197.9,10186.2,11.699999999998909,EOD,10247.95,10197.9,50.05000000000109,14.35,12-15
2017-11-15,60,2017-11-15 10:41:00,2017-11-15 15:25:00,short,10147.6,10127.6,20.0,EOD,10175.3,10147.6,27.69999999999891,13.38,12-15
2017-11-16,60,2017-11-16 10:15:00,2017-11-16 15:25:00,long,10168.55,10224.1,55.55000000000109,EOD,10168.55,10139.25,29.299999999999272,13.33,12-15
2017-11-17,60,2017-11-17 11:38:00,2017-11-17 15:25:00,short,10313.75,10269.5,44.25,EOD,10343.45,10313.75,29.700000000000728,12.89,12-15
2017-11-20,60,2017-11-20 15:06:00,2017-11-20 15:25:00,long,10308.95,10295.35,-13.600000000000364,EOD,10308.95,10261.85,47.100000000000364,13.47,12-15
